"X1","Report ID","Report Type","Arrest Date","Time","Area ID","Area Name","Reporting District","Age","Sex Code","Descent Code","Charge Group Code","Charge Group Description","Arrest Type Code","Charge","Charge Description","Disposition Description","Address","Cross Street","LAT","LON","Location","Booking Date","Booking Time","Booking Location","Booking Location Code","week","date","month"
785,5948849,"BOOKING","06/04/2020 12:00:00 AM","1930","14","Pacific","1415",44,"F","W","11","Receive Stolen Property","F","496(A)PC","RECEIVING KNOWN STOLEN PROPERTY >$950","MISDEMEANOR COMPLAINT FILED","FLOWER                       AV","SUNSET                       AV",34.0021,-118.464,"POINT (-118.464 34.0021)","06/04/2020 12:00:00 AM","2246","PACIFIC",4214,23,2020-06-04,6
789,5938183,"BOOKING","05/23/2020 12:00:00 AM","1245","07","Wilshire","0773",27,"F","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","1700    HAUSER                       BL",NA,34.0434,-118.3588,"POINT (-118.3588 34.0434)","05/23/2020 12:00:00 AM","1501","METRO - JAIL DIVISION",4273,21,2020-05-23,5
791,5938774,"BOOKING","05/24/2020 12:00:00 AM","0715","19","Mission","1931",18,"M","H","01","Homicide","F","187(A)PC","MURDER:FIRST DEGREE:SHOOT FROM VEHICLE","MISDEMEANOR COMPLAINT FILED","15000    RINALDI                      ST",NA,34.283,-118.4635,"POINT (-118.4635 34.283)","05/24/2020 12:00:00 AM","1326","VALLEY - JAIL DIV",4279,21,2020-05-24,5
793,5948456,"BOOKING","06/04/2020 12:00:00 AM","0140","18","Southeast","1846",34,"M","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","DISTRICT ATTORNEY REJECT","1500 E  114TH                        ST",NA,33.9311,-118.2482,"POINT (-118.2482 33.9311)","06/04/2020 12:00:00 AM","0331","77TH ST",4212,23,2020-06-04,6
795,5948833,"BOOKING","06/04/2020 12:00:00 AM","2000","14","Pacific","1454",19,"M","H","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","FELONY COMPLAINT FILED","4300    GLENCOE                      AV",NA,33.9868,-118.4399,"POINT (-118.4399 33.9868)","06/04/2020 12:00:00 AM","2223","PACIFIC",4214,23,2020-06-04,6
796,5945372,"BOOKING","05/31/2020 12:00:00 AM","0200","07","Wilshire","0715",45,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","OAKWOOD                      ST","LA BREA                      AV",34.0783,-118.3441,"POINT (-118.3441 34.0783)","05/31/2020 12:00:00 AM","1433","77TH ST",4212,22,2020-05-31,5
797,5940129,"BOOKING","05/26/2020 12:00:00 AM","1300","12","77th Street","1283",25,"M","H","24","Miscellaneous Other Violations","M","LAMC","LOS ANGELES MUNICIPAL CODE","MISDEMEANOR COMPLAINT FILED","2100 W  MANCHESTER                   AV",NA,33.9486,-118.3094,"POINT (-118.3094 33.9486)","05/26/2020 12:00:00 AM","1714","77TH ST",4212,22,2020-05-26,5
799,200512591,"RFC","05/24/2020 12:00:00 AM","1500","05","Harbor","0584",26,"F","H","24","Miscellaneous Other Violations","M","602.8(A)PC","ENTER LAND UNDER CULTIVATN W/O PERMISSION","MISDEMEANOR COMPLAINT FILED","800 W  PASEO DEL MAR",NA,33.707,-118.2936,"POINT (-118.2936 33.707)",NA,NA,NA,NA,21,2020-05-24,5
800,5946910,"BOOKING","06/02/2020 12:00:00 AM","0100","20","Olympic","2083",18,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","MISDEMEANOR COMPLAINT FILED","1700 S  OXFORD                       AV",NA,34.0411,-118.3076,"POINT (-118.3076 34.0411)","06/02/2020 12:00:00 AM","0456","77TH ST",4212,23,2020-06-02,6
803,5940754,"BOOKING","05/27/2020 12:00:00 AM","1210","02","Rampart","0249",21,"M","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","DISTRICT ATTORNEY REJECT","700 S  BIXEL                        ST",NA,34.0554,-118.2612,"POINT (-118.2612 34.0554)","05/27/2020 12:00:00 AM","1507","METRO - JAIL DIVISION",4273,22,2020-05-27,5
804,5948350,"BOOKING","06/03/2020 12:00:00 AM","2340","05","Harbor","0563",29,"M","W","12","Weapon (carry/poss)","F","21310PC","CARRY CONCEALED ON PERSON DIRK OR DAGGER","MISDEMEANOR COMPLAINT FILED","700 W  10TH                         ST",NA,33.7321,-118.295,"POINT (-118.295 33.7321)","06/04/2020 12:00:00 AM","0109","HARBOR",4205,23,2020-06-03,6
805,5949939,"BOOKING","06/06/2020 12:00:00 AM","1217","11","Northeast","1172",28,"F","W","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","OTHER (REQUIRES ADDITION ACTION)","HOLLYWOOD","AVON",34.0882,-118.2646,"POINT (-118.2646 34.0882)","06/06/2020 12:00:00 AM","1419","77TH ST",4212,23,2020-06-06,6
806,5938378,"BOOKING","05/23/2020 12:00:00 AM","1830","13","Newton","1354",27,"F","H","04","Aggravated Assault","F","245(A)(1)PC","ADW, NOT FIREARM, W/GBI","OTHER (REQUIRES ADDITION ACTION)","4000    WALL                         ST",NA,34.0082,-118.2716,"POINT (-118.2716 34.0082)","05/23/2020 12:00:00 AM","2051","77TH ST",4212,21,2020-05-23,5
807,5943820,"BOOKING","05/29/2020 12:00:00 AM","1715","15","N Hollywood","1547",34,"M","H","24","Miscellaneous Other Violations","F","594(B)(1)PC","VANDALISM W/LOSS VALUED EQ OR > $400","FELONY COMPLAINT FILED","TUJUNGA CANYON","CHANDLER",34.1673,-118.3816,"POINT (-118.3816 34.1673)","05/29/2020 12:00:00 AM","2223","VALLEY - JAIL DIV",4279,22,2020-05-29,5
808,5940376,"BOOKING","05/26/2020 12:00:00 AM","2255","03","Southwest","0331",26,"M","H","05","Burglary","F","459PC","BURGLARY","FELONY COMPLAINT FILED","2600 S  LA BREA",NA,34.0318,-118.3514,"POINT (-118.3514 34.0318)","05/27/2020 12:00:00 AM","0040","HOLLYWOOD",4206,22,2020-05-26,5
809,5939772,"BOOKING","05/26/2020 12:00:00 AM","0020","13","Newton","1322",32,"M","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","OTHER (REQUIRES ADDITION ACTION)","2400    MAPLE                        AV",NA,34.0246,-118.2647,"POINT (-118.2647 34.0246)","05/26/2020 12:00:00 AM","0320","METRO - JAIL DIVISION",4273,22,2020-05-26,5
812,5946941,"BOOKING","06/02/2020 12:00:00 AM","0445","18","Southeast","1861",34,"M","H","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","DISTRICT ATTORNEY REJECT","VERMONT                      AV","116TH                        PL",33.9274,-118.2871,"POINT (-118.2871 33.9274)","06/02/2020 12:00:00 AM","0646","77TH ST",4212,23,2020-06-02,6
813,5945330,"BOOKING","05/30/2020 12:00:00 AM","2300","07","Wilshire","0711",19,"F","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","8000 W  BEVERLY                      BL",NA,34.0782,-118.3695,"POINT (-118.3695 34.0782)","05/31/2020 12:00:00 AM","1155","77TH ST",4212,22,2020-05-30,5
814,200910559,"RFC","06/01/2020 12:00:00 AM","1830","09","Van Nuys","0914",18,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","VAN NUYS","SHERMAN                      WY",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
815,201811827,"RFC","05/28/2020 12:00:00 AM","1330","18","Southeast","1846",34,"F","B","16","Narcotic Drug Laws","M","11350(A)HS","POSSESSION OF CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","1300 E  115TH                        ST",NA,33.9303,-118.2518,"POINT (-118.2518 33.9303)",NA,NA,NA,NA,22,2020-05-28,5
818,200910402,"RFC","06/01/2020 12:00:00 AM","2000","09","Van Nuys","0985",25,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","MILBANK                      ST","VAN NUYS                     BL",34.153,-118.4487,"POINT (-118.4487 34.153)",NA,NA,NA,NA,23,2020-06-01,6
820,5939333,"BOOKING","05/25/2020 12:00:00 AM","1015","20","Olympic","2033",31,"M","W","03","Robbery","F","A211PC","ATTEMPT - ROBBERY","FELONY COMPLAINT FILED","700 S  SERRANO                      AV",NA,34.0577,-118.3066,"POINT (-118.3066 34.0577)","05/25/2020 12:00:00 AM","1305","METRO - JAIL DIVISION",4273,22,2020-05-25,5
821,200910571,"RFC","06/01/2020 12:00:00 AM","2300","09","Van Nuys","0914",45,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
822,200113185,"RFC","06/01/2020 12:00:00 AM","1830","01","Central","0144",15,"F","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","COUNSELED/RELEASED","100 W  4TH                          ST",NA,34.0481,-118.2472,"POINT (-118.2472 34.0481)",NA,NA,NA,NA,23,2020-06-01,6
823,5942469,"BOOKING","05/28/2020 12:00:00 AM","1430","07","Wilshire","0777",44,"M","H","10","Fraud/Embezzlement","F","476A(A)PC","NONSUFFCNT FUNDS CHECK EXCEED $950 W/PR","DISTRICT ATTORNEY REJECT","4200 W  WASHINGTON                   BL",NA,34.0429,-118.3329,"POINT (-118.3329 34.0429)","05/28/2020 12:00:00 AM","2203","HOLLYWOOD",4206,22,2020-05-28,5
824,5946547,"BOOKING","06/01/2020 12:00:00 AM","1900","15","N Hollywood","1523",23,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","12500    VICTORY                      BL",NA,34.1867,-118.4055,"POINT (-118.4055 34.1867)","06/02/2020 12:00:00 AM","0114","VALLEY - JAIL DIV",4279,23,2020-06-01,6
825,5945383,"BOOKING","05/31/2020 12:00:00 AM","0030","07","Wilshire","0702",24,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","MISDEMEANOR COMPLAINT FILED","7500    MELROSE                      BL",NA,34.0837,-118.3533,"POINT (-118.3533 34.0837)","05/31/2020 12:00:00 AM","1533","77TH ST",4212,22,2020-05-31,5
826,5946792,"BOOKING","06/01/2020 12:00:00 AM","1900","15","N Hollywood","1523",24,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","12500    VICTORY                      BL",NA,34.1867,-118.4055,"POINT (-118.4055 34.1867)","06/02/2020 12:00:00 AM","0216","VALLEY - JAIL DIV",4279,23,2020-06-01,6
827,202110069,"RFC","06/02/2020 12:00:00 AM","2300","21","Topanga","2187",42,"F","H","16","Narcotic Drug Laws","M","11350HS","POSSESS CONTROLLED SUBSTANCE","MISDEMEANOR COMPLAINT FILED","CANOGA","VENTURA",34.1694,-118.5974,"POINT (-118.5974 34.1694)",NA,NA,NA,NA,23,2020-06-02,6
830,5946185,"BOOKING","06/01/2020 12:00:00 AM","1840","01","Central","0174",34,"M","H","05","Burglary","F","A459PC","ATTEMPT - BURGLARY","FELONY COMPLAINT FILED","LOS ANGELES","7TH",34.0432,-118.2504,"POINT (-118.2504 34.0432)","06/01/2020 12:00:00 AM","2036","METRO - JAIL DIVISION",4273,23,2020-06-01,6
832,5945331,"BOOKING","05/31/2020 12:00:00 AM","0030","07","Wilshire","0701",29,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","7900    MELROSE                      AV",NA,34.0838,-118.3621,"POINT (-118.3621 34.0838)","05/31/2020 12:00:00 AM","1158","77TH ST",4212,22,2020-05-31,5
833,5945235,"BOOKING","05/30/2020 12:00:00 AM","2120","07","Wilshire","0765",19,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","1300 S  LA BREA                      AV",NA,34.0497,-118.3442,"POINT (-118.3442 34.0497)","05/31/2020 12:00:00 AM","0724","VALLEY - JAIL DIV",4279,22,2020-05-30,5
834,200710229,"RFC","05/31/2020 12:00:00 AM","0145","07","Wilshire","0702",16,"F","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","COUNSELED/RELEASED","7300 W  MELROSE                      AV",NA,34.0836,-118.3487,"POINT (-118.3487 34.0836)",NA,NA,NA,NA,22,2020-05-31,5
836,200910570,"RFC","06/01/2020 12:00:00 AM","1920","09","Van Nuys","0914",26,"M","W","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
838,5940690,"BOOKING","05/27/2020 12:00:00 AM","0910","10","West Valley","1019",28,"M","H","07","Vehicle Theft","F","487(D)(1)PC","GRAND THEFT AUTO/HORSE/ETC","FELONY COMPLAINT FILED","STAGG                        ST","HASKELL                      AV",34.2121,-118.4749,"POINT (-118.4749 34.2121)","05/27/2020 12:00:00 AM","1331","VALLEY - JAIL DIV",4279,22,2020-05-27,5
839,200910393,"RFC","06/01/2020 12:00:00 AM","2230","09","Van Nuys","0919",27,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","VAN NUYS                     BL","SHERMAN                      WY",34.1951,-118.4275,"POINT (-118.4275 34.1951)",NA,NA,NA,NA,23,2020-06-01,6
841,5941375,"BOOKING","05/28/2020 12:00:00 AM","0347","01","Central","0156",30,"F","B","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","CITY ATTORNEY REJECT","500    SAN JULIAN                   ST",NA,34.0429,-118.2462,"POINT (-118.2462 34.0429)","05/28/2020 12:00:00 AM","0517","METRO - JAIL DIVISION",4273,22,2020-05-28,5
842,200611097,"RFC","06/02/2020 12:00:00 AM","1839","06","Hollywood","0646",24,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","VINE","YUCCA",34.0987,-118.3337,"POINT (-118.3337 34.0987)",NA,NA,NA,NA,23,2020-06-02,6
844,200910576,"RFC","06/01/2020 12:00:00 AM","2250","09","Van Nuys","0914",20,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
845,5942978,"BOOKING","05/29/2020 12:00:00 AM","0330","19","Mission","1952",21,"F","H","05","Burglary","F","459PC","BURGLARY","MISDEMEANOR COMPLAINT FILED","LANGDON                      AV","DEVONSHIRE                   ST",34.2573,-118.4696,"POINT (-118.4696 34.2573)","05/29/2020 12:00:00 AM","1218","VALLEY - JAIL DIV",4279,22,2020-05-29,5
848,202010739,"RFC","06/02/2020 12:00:00 AM","2000","20","Olympic","2001",17,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","COUNSELED/RELEASED","VAN NESS","MAPLEWOOD",34.0803,-118.3157,"POINT (-118.3157 34.0803)",NA,NA,NA,NA,23,2020-06-02,6
850,5938227,"BOOKING","05/23/2020 12:00:00 AM","1440","16","Foothill","1664",35,"M","H","24","Miscellaneous Other Violations","F","594(B)(1)PC","VANDALISM W/LOSS VALUED EQ OR > $400","DISTRICT ATTORNEY REJECT","SHELDON","GLENOAKS",34.2464,-118.3839,"POINT (-118.3839 34.2464)","05/23/2020 12:00:00 AM","1648","VALLEY - JAIL DIV",4279,21,2020-05-23,5
851,5940069,"BOOKING","05/26/2020 12:00:00 AM","1310","12","77th Street","1232",29,"M","B","16","Narcotic Drug Laws","F","11366HS","MAINTAIN PLACE TO SELL CONTROLLED SUBS","849(B)(1) PC/TECHNICAL ARREST","3500 W  SLAUSON                      AV",NA,33.989,-118.333,"POINT (-118.333 33.989)","05/26/2020 12:00:00 AM","1533","77TH ST",4212,22,2020-05-26,5
852,201412106,"RFC","06/02/2020 12:00:00 AM","2020","14","Pacific","1457",13,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","COUNSELED/RELEASED","4900    WESTLAWN                     AV",NA,33.9868,-118.4186,"POINT (-118.4186 33.9868)",NA,NA,NA,NA,23,2020-06-02,6
854,5939705,"BOOKING","05/25/2020 12:00:00 AM","2050","12","77th Street","1241",19,"M","B","24","Miscellaneous Other Violations","M","10852VC","TAMPER W/VEHICLE","CITY ATTORNEY REJECT","67TH                         ST","11TH                         AV",33.9781,-118.3294,"POINT (-118.3294 33.9781)","05/26/2020 12:00:00 AM","0119","77TH ST",4212,22,2020-05-25,5
855,5768784,"BOOKING","05/30/2020 12:00:00 AM","2120","07","Wilshire","0765",21,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","SAN VICENTE","LA BREA",34.0504,-118.3442,"POINT (-118.3442 34.0504)","05/31/2020 12:00:00 AM","0510","77TH ST",4212,22,2020-05-30,5
856,200910399,"RFC","06/01/2020 12:00:00 AM","1915","09","Van Nuys","0914",18,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","VAN NUYS                     BL","SHERMAN                      WY",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
857,200910575,"RFC","06/01/2020 12:00:00 AM","2218","09","Van Nuys","0914",19,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
858,5939491,"BOOKING","05/25/2020 12:00:00 AM","1710","14","Pacific","1415",58,"M","W","24","Miscellaneous Other Violations","F","594(A)(1)PC","DEFACE PROPERTY","MISDEMEANOR COMPLAINT FILED","800    COMMONWEALTH                 AV",NA,34.0022,-118.4697,"POINT (-118.4697 34.0022)","05/25/2020 12:00:00 AM","1856","PACIFIC",4214,22,2020-05-25,5
859,200610916,"RFC","06/01/2020 12:00:00 AM","2345","06","Hollywood","0636",29,"M","B","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","CAHUENGA","HOLLYWOOD",34.1016,-118.3295,"POINT (-118.3295 34.1016)",NA,NA,NA,NA,23,2020-06-01,6
860,5945368,"BOOKING","05/31/2020 12:00:00 AM","0100","07","Wilshire","0725",25,"M","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","06000 W  3RD                          ST",NA,34.073,-118.3509,"POINT (-118.3509 34.073)","05/31/2020 12:00:00 AM","1400","77TH ST",4212,22,2020-05-31,5
861,5945099,"BOOKING","05/30/2020 12:00:00 AM","2245","07","Wilshire","0722",20,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","FLORES","BEVERLY",34.0761,-118.3711,"POINT (-118.3711 34.0761)","05/31/2020 12:00:00 AM","0209","77TH ST",4212,22,2020-05-30,5
863,5945344,"BOOKING","05/31/2020 12:00:00 AM","1100","07","Wilshire","0711",18,"F","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","8000    BEVERLY                      BL",NA,34.0782,-118.3695,"POINT (-118.3695 34.0782)","05/31/2020 12:00:00 AM","1226","METRO - JAIL DIVISION",4273,22,2020-05-31,5
864,5946870,"BOOKING","06/01/2020 12:00:00 AM","1900","15","N Hollywood","1523",20,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","12500    VICTORY                      BL",NA,34.1867,-118.4055,"POINT (-118.4055 34.1867)","06/02/2020 12:00:00 AM","0349","VALLEY - JAIL DIV",4279,23,2020-06-01,6
867,200910572,"RFC","06/01/2020 12:00:00 AM","2220","09","Van Nuys","0914",19,"F","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
868,5945364,"BOOKING","05/30/2020 12:00:00 AM","2308","07","Wilshire","0711",19,"M","H","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","OTHER (REQUIRES ADDITION ACTION)","8000    BEVERLY                      BL",NA,34.0782,-118.3695,"POINT (-118.3695 34.0782)","05/31/2020 12:00:00 AM","1334","77TH ST",4212,22,2020-05-30,5
869,200910591,"RFC","06/01/2020 12:00:00 AM","1940","09","Van Nuys","0914",28,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
870,200910185,"RFC","05/27/2020 12:00:00 AM","0103","09","Van Nuys","0904",37,"M","W",NA,NA,"O","11350(A)HS",NA,"MISDEMEANOR COMPLAINT FILED","SEPULVEDA                    BL","RAYMER",34.2149,-118.4661,"POINT (-118.4661 34.2149)",NA,NA,NA,NA,22,2020-05-27,5
871,5947729,"BOOKING","06/03/2020 12:00:00 AM","0730","13","Newton","1352",23,"M","H","04","Aggravated Assault","F","273.5(A)PC","CORPORAL INJURY ON SPOUSE/COHABITANT/ETC","DISTRICT ATTORNEY REJECT","4300    WALL                         ST",NA,34.0048,-118.2717,"POINT (-118.2717 34.0048)","06/03/2020 12:00:00 AM","0945","77TH ST",4212,23,2020-06-03,6
872,200910551,"RFC","06/01/2020 12:00:00 AM","1915","09","Van Nuys","0914",33,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","MISDEMEANOR COMPLAINT FILED","SHERMAN                      WY","VAN NUYS",34.2012,-118.4487,"POINT (-118.4487 34.2012)",NA,NA,NA,NA,23,2020-06-01,6
873,200113181,"RFC","05/31/2020 12:00:00 AM","2155","01","Central","0135",15,"M","H","24","Miscellaneous Other Violations","M","8.78LAAC","VIOL OF CURFEW DURING STATE OF EMER","COUNSELED/RELEASED","SPRING                       ST","3RD                          ST",34.0503,-118.247,"POINT (-118.247 34.0503)",NA,NA,NA,NA,22,2020-05-31,5
874,5945291,"BOOKING","05/31/2020 12:00:00 AM","0040","07","Wilshire","0701",19,"F","B","05","Burglary","F","463(A)PC","2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC","FELONY COMPLAINT FILED","7900    MELROSE                      AV",NA,34.0838,-118.3621,"POINT (-118.3621 34.0838)","05/31/2020 12:00:00 AM","0954","77TH ST",4212,22,2020-05-31,5
